% Model,Rockfish_SF.mph
% Version,COMSOL 6.2.0.339
% Date,"Sep 2 2026, 15:12"
% Dimension,1
% Nodes,5240
% Expressions,1
% Description,Histogram
% Element size (mm),Element size
41.10753807448869,1670489.4426783328
42.31683759524344,1289842.741056297
43.526137115998196,685437.5854502915
44.73543663675294,705492.4650046383
45.94473615750769,269112.70171286404
47.154035678262446,258792.00268997432
48.36333520143579,44494.38202898575
1.2006538895819627,99.22511088013957
2.409953410336712,14111.64338966676
3.619252931091461,61535.40770867198
4.82855245184621,96205.07648152836
6.0378519726009605,118671.99699870427
7.24715149335571,127853.7543477877
8.45645101411046,118723.82088395131
9.665750534865207,121379.2281618612
10.875050055619958,120328.16077863795
12.084349576374706,120213.7420531158
13.293649097129457,134855.02565626614
14.502948617884204,133491.82085217172
15.712248138638955,136021.06530084577
16.921547659393703,159129.82265065235
18.130847180148454,156895.56897220976
19.340146700903205,166376.80129774738
20.549446221657952,197771.01643726265
21.7587457424127,205244.69573554336
22.968045263167454,219963.283743854
24.1773447839222,255551.8508213446
25.38664430467695,260182.94580371532
26.5959438254317,267678.7342912052
27.80524334618645,311203.0863093742
29.0145428669412,373535.8323406313
30.223842387695946,575549.6818299791
31.433141908450697,675916.6422803726
32.64244142920545,827398.6304269417
33.851740949960195,1220334.6317579553
35.06104047071494,1552121.4299512675
36.2703399914697,1647831.4553163191
37.47963951222444,1869571.3278474773
38.68893903297919,2722788.4737682254
39.89823855373395,2258336.1223779144
41.10753807448869,1670489.4426783328
42.31683759524344,1289842.741056297
43.526137115998196,685437.5854502915
44.73543663675294,705492.4650046383
45.94473615750769,269112.70171286404
47.154035678262446,258792.00268997432
48.36333520143579,44494.38202898575
1.2006538895819627,99.22511088013957
2.409953410336712,14111.64338966676
3.619252931091461,61535.40770867198
4.82855245184621,96205.07648152836
6.0378519726009605,118671.99699870427
7.24715149335571,127853.7543477877
8.45645101411046,118723.82088395131
9.665750534865207,121379.2281618612
10.875050055619958,120328.16077863795
12.084349576374706,120213.7420531158
13.293649097129457,134855.02565626614
14.502948617884204,133491.82085217172
15.712248138638955,136021.06530084577
16.921547659393703,159129.82265065235
18.130847180148454,156895.56897220976
19.340146700903205,166376.80129774738
20.549446221657952,197771.01643726265
21.7587457424127,205244.69573554336
22.968045263167454,219963.283743854
24.1773447839222,255551.8508213446
25.38664430467695,260182.94580371532
26.5959438254317,267678.7342912052
27.80524334618645,311203.0863093742
29.0145428669412,373535.8323406313
30.223842387695946,575549.6818299791
31.433141908450697,675916.6422803726
32.64244142920545,827398.6304269417
33.851740949960195,1220334.6317579553
35.06104047071494,1552121.4299512675
36.2703399914697,1647831.4553163191
37.47963951222444,1869571.3278474773
38.68893903297919,2722788.4737682254
39.89823855373395,2258336.1223779144
41.10753807448869,1670489.4426783328
42.31683759524344,1289842.741056297
43.526137115998196,685437.5854502915
44.73543663675294,705492.4650046383
45.94473615750769,269112.70171286404
47.154035678262446,258792.00268997432
48.36333520143579,44494.38202898575
1.2006538895819627,99.22511088013957
2.409953410336712,14111.64338966676
3.619252931091461,61535.40770867198
4.82855245184621,96205.07648152836
6.0378519726009605,118671.99699870427
7.24715149335571,127853.7543477877
8.45645101411046,118723.82088395131
9.665750534865207,121379.2281618612
10.875050055619958,120328.16077863795
12.084349576374706,120213.7420531158
13.293649097129457,134855.02565626614
14.502948617884204,133491.82085217172
15.712248138638955,136021.06530084577
16.921547659393703,159129.82265065235
18.130847180148454,156895.56897220976
19.340146700903205,166376.80129774738
20.549446221657952,197771.01643726265
21.7587457424127,205244.69573554336
22.968045263167454,219963.283743854
24.1773447839222,255551.8508213446
25.38664430467695,260182.94580371532
26.5959438254317,267678.7342912052
27.80524334618645,311203.0863093742
29.0145428669412,373535.8323406313
30.223842387695946,575549.6818299791
31.433141908450697,675916.6422803726
32.64244142920545,827398.6304269417
33.851740949960195,1220334.6317579553
35.06104047071494,1552121.4299512675
36.2703399914697,1647831.4553163191
37.47963951222444,1869571.3278474773
38.68893903297919,2722788.4737682254
39.89823855373395,2258336.1223779144
41.10753807448869,1670489.4426783328
42.31683759524344,1289842.741056297
43.526137115998196,685437.5854502915
44.73543663675294,705492.4650046383
45.94473615750769,269112.70171286404
47.154035678262446,258792.00268997432
48.36333520143579,44494.38202898575
1.2006538895819627,99.22511088013957
2.409953410336712,14111.64338966676
3.619252931091461,61535.40770867198
4.82855245184621,96205.07648152836
6.0378519726009605,118671.99699870427
7.24715149335571,127853.7543477877
8.45645101411046,118723.82088395131
9.665750534865207,121379.2281618612
10.875050055619958,120328.16077863795
12.084349576374706,120213.7420531158
13.293649097129457,134855.02565626614
14.502948617884204,133491.82085217172
15.712248138638955,136021.06530084577
16.921547659393703,159129.82265065235
18.130847180148454,156895.56897220976
19.340146700903205,166376.80129774738
20.549446221657952,197771.01643726265
21.7587457424127,205244.69573554336
22.968045263167454,219963.283743854
24.1773447839222,255551.8508213446
25.38664430467695,260182.94580371532
26.5959438254317,267678.7342912052
27.80524334618645,311203.0863093742
29.0145428669412,373535.8323406313
30.223842387695946,575549.6818299791
31.433141908450697,675916.6422803726
32.64244142920545,827398.6304269417
33.851740949960195,1220334.6317579553
35.06104047071494,1552121.4299512675
36.2703399914697,1647831.4553163191
37.47963951222444,1869571.3278474773
38.68893903297919,2722788.4737682254
39.89823855373395,2258336.1223779144
41.10753807448869,1670489.4426783328
42.31683759524344,1289842.741056297
43.526137115998196,685437.5854502915
44.73543663675294,705492.4650046383
45.94473615750769,269112.70171286404
47.154035678262446,258792.00268997432
48.36333520143579,44494.38202898575
1.2006538895819627,99.22511088013957
2.409953410336712,14111.64338966676
3.619252931091461,61535.40770867198
4.82855245184621,96205.07648152836
6.0378519726009605,118671.99699870427
7.24715149335571,127853.7543477877
8.45645101411046,118723.82088395131
9.665750534865207,121379.2281618612
10.875050055619958,120328.16077863795
12.084349576374706,120213.7420531158
13.293649097129457,134855.02565626614
14.502948617884204,133491.82085217172
15.712248138638955,136021.06530084577
16.921547659393703,159129.82265065235
18.130847180148454,156895.56897220976
19.340146700903205,166376.80129774738
20.549446221657952,197771.01643726265
21.7587457424127,205244.69573554336
22.968045263167454,219963.283743854
24.1773447839222,255551.8508213446
25.38664430467695,260182.94580371532
26.5959438254317,267678.7342912052
27.80524334618645,311203.0863093742
29.0145428669412,373535.8323406313
30.223842387695946,575549.6818299791
31.433141908450697,675916.6422803726
32.64244142920545,827398.6304269417
33.851740949960195,1220334.6317579553
35.06104047071494,1552121.4299512675
36.2703399914697,1647831.4553163191
37.47963951222444,1869571.3278474773
38.68893903297919,2722788.4737682254
39.89823855373395,2258336.1223779144
41.10753807448869,1670489.4426783328
42.31683759524344,1289842.741056297
43.526137115998196,685437.5854502915
44.73543663675294,705492.4650046383
45.94473615750769,269112.70171286404
47.154035678262446,258792.00268997432
48.36333520143579,44494.38202898575
1.2006538895819627,99.22511088013957
2.409953410336712,14111.64338966676
3.619252931091461,61535.40770867198
4.82855245184621,96205.07648152836
6.0378519726009605,118671.99699870427
7.24715149335571,127853.7543477877
8.45645101411046,118723.82088395131
9.665750534865207,121379.2281618612
10.875050055619958,120328.16077863795
12.084349576374706,120213.7420531158
13.293649097129457,134855.02565626614
14.502948617884204,133491.82085217172
15.712248138638955,136021.06530084577
16.921547659393703,159129.82265065235
18.130847180148454,156895.56897220976
19.340146700903205,166376.80129774738
20.549446221657952,197771.01643726265
21.7587457424127,205244.69573554336
22.968045263167454,219963.283743854
24.1773447839222,255551.8508213446
25.38664430467695,260182.94580371532
26.5959438254317,267678.7342912052
27.80524334618645,311203.0863093742
29.0145428669412,373535.8323406313
30.223842387695946,575549.6818299791
31.433141908450697,675916.6422803726
32.64244142920545,827398.6304269417
33.851740949960195,1220334.6317579553
35.06104047071494,1552121.4299512675
36.2703399914697,1647831.4553163191
37.47963951222444,1869571.3278474773
38.68893903297919,2722788.4737682254
39.89823855373395,2258336.1223779144
41.10753807448869,1670489.4426783328
42.31683759524344,1289842.741056297
43.526137115998196,685437.5854502915
44.73543663675294,705492.4650046383
45.94473615750769,269112.70171286404
47.154035678262446,258792.00268997432
48.36333520143579,44494.38202898575
1.2006538895819627,99.22511088013957
2.409953410336712,14111.64338966676
3.619252931091461,61535.40770867198
4.82855245184621,96205.07648152836
6.0378519726009605,118671.99699870427
7.24715149335571,127853.7543477877
8.45645101411046,118723.82088395131
9.665750534865207,121379.2281618612
10.875050055619958,120328.16077863795
12.084349576374706,120213.7420531158
13.293649097129457,134855.02565626614
14.502948617884204,133491.82085217172
15.712248138638955,136021.06530084577
16.921547659393703,159129.82265065235
18.130847180148454,156895.56897220976
19.340146700903205,166376.80129774738
20.549446221657952,197771.01643726265
21.7587457424127,205244.69573554336
22.968045263167454,219963.283743854
24.1773447839222,255551.8508213446
25.38664430467695,260182.94580371532
26.5959438254317,267678.7342912052
27.80524334618645,311203.0863093742
29.0145428669412,373535.8323406313
30.223842387695946,575549.6818299791
31.433141908450697,675916.6422803726
32.64244142920545,827398.6304269417
33.851740949960195,1220334.6317579553
35.06104047071494,1552121.4299512675
36.2703399914697,1647831.4553163191
37.47963951222444,1869571.3278474773
38.68893903297919,2722788.4737682254
39.89823855373395,2258336.1223779144
41.10753807448869,1670489.4426783328
42.31683759524344,1289842.741056297
43.526137115998196,685437.5854502915
44.73543663675294,705492.4650046383
45.94473615750769,269112.70171286404
47.154035678262446,258792.00268997432
48.36333520143579,44494.38202898575
1.2006538895819627,99.22511088013957
2.409953410336712,14111.64338966676
3.619252931091461,61535.40770867198
4.82855245184621,96205.07648152836
6.0378519726009605,118671.99699870427
7.24715149335571,127853.7543477877
8.45645101411046,118723.82088395131
9.665750534865207,121379.2281618612
10.875050055619958,120328.16077863795
12.084349576374706,120213.7420531158
13.293649097129457,134855.02565626614
14.502948617884204,133491.82085217172
15.712248138638955,136021.06530084577
16.921547659393703,159129.82265065235
18.130847180148454,156895.56897220976
19.340146700903205,166376.80129774738
20.549446221657952,197771.01643726265
21.7587457424127,205244.69573554336
22.968045263167454,219963.283743854
24.1773447839222,255551.8508213446
25.38664430467695,260182.94580371532
26.5959438254317,267678.7342912052
27.80524334618645,311203.0863093742
29.0145428669412,373535.8323406313
30.223842387695946,575549.6818299791
31.433141908450697,675916.6422803726
32.64244142920545,827398.6304269417
33.851740949960195,1220334.6317579553
35.06104047071494,1552121.4299512675
36.2703399914697,1647831.4553163191
37.47963951222444,1869571.3278474773
38.68893903297919,2722788.4737682254
39.89823855373395,2258336.1223779144
41.10753807448869,1670489.4426783328
42.31683759524344,1289842.741056297
43.526137115998196,685437.5854502915
44.73543663675294,705492.4650046383
45.94473615750769,269112.70171286404
47.154035678262446,258792.00268997432
48.36333520143579,44494.38202898575
1.2006538895819627,99.22511088013957
2.409953410336712,14111.64338966676
3.619252931091461,61535.40770867198
4.82855245184621,96205.07648152836
6.0378519726009605,118671.99699870427
7.24715149335571,127853.7543477877
8.45645101411046,118723.82088395131
9.665750534865207,121379.2281618612
10.875050055619958,120328.16077863795
12.084349576374706,120213.7420531158
13.293649097129457,134855.02565626614
14.502948617884204,133491.82085217172
15.712248138638955,136021.06530084577
16.921547659393703,159129.82265065235
18.130847180148454,156895.56897220976
19.340146700903205,166376.80129774738
20.549446221657952,197771.01643726265
21.7587457424127,205244.69573554336
22.968045263167454,219963.283743854
24.1773447839222,255551.8508213446
25.38664430467695,260182.94580371532
26.5959438254317,267678.7342912052
27.80524334618645,311203.0863093742
29.0145428669412,373535.8323406313
30.223842387695946,575549.6818299791
31.433141908450697,675916.6422803726
32.64244142920545,827398.6304269417
33.851740949960195,1220334.6317579553
35.06104047071494,1552121.4299512675
36.2703399914697,1647831.4553163191
37.47963951222444,1869571.3278474773
38.68893903297919,2722788.4737682254
39.89823855373395,2258336.1223779144
41.10753807448869,1670489.4426783328
42.31683759524344,1289842.741056297
43.526137115998196,685437.5854502915
44.73543663675294,705492.4650046383
45.94473615750769,269112.70171286404
47.154035678262446,258792.00268997432
48.36333520143579,44494.38202898575
1.2006538895819627,99.22511088013957
2.409953410336712,14111.64338966676
